gene_id	gene_type	gene_name
ENSG00000266835	lincRNA	GAPLINC
ENSG00000177337	antisense	DLGAP1-AS1
ENSG00000262001	antisense	DLGAP1-AS2
ENSG00000266401	antisense	AP002478.1
ENSG00000263724	antisense	DLGAP1-AS3
ENSG00000263878	antisense	DLGAP1-AS4
ENSG00000261520	antisense	DLGAP1-AS5
ENSG00000266268	lincRNA	AP005203.1
ENSG00000265514	lincRNA	LINC01892
ENSG00000266153	lincRNA	AP005380.1
ENSG00000285575	antisense	AP001496.4
ENSG00000265091	lincRNA	AP001496.2
ENSG00000264575	lincRNA	LINC00526
ENSG00000263753	lincRNA	LINC00667
ENSG00000264254	lincRNA	AP001496.1
ENSG00000266288	lincRNA	AP005671.1
ENSG00000265316	antisense	AP005059.2
ENSG00000264000	antisense	AP005059.1
ENSG00000261738	lincRNA	MIR3976HG
ENSG00000264449	antisense	AP005433.1
ENSG00000265487	antisense	AP001021.1
ENSG00000266846	antisense	AP001021.2
ENSG00000264707	lincRNA	L3MBTL4-AS1
ENSG00000279885	TEC	AP005060.1
ENSG00000266065	lincRNA	AP005202.2
ENSG00000265944	lincRNA	LINC01387
ENSG00000261627	lincRNA	AP005205.1
ENSG00000279479	TEC	AP005205.3
ENSG00000266441	antisense	AP005205.2
ENSG00000263797	antisense	AP005210.1
ENSG00000265933	lincRNA	LINC00668
ENSG00000265069	antisense	AP002409.1
ENSG00000264475	antisense	AP005062.1
ENSG00000266767	antisense	AP000897.2
ENSG00000266149	antisense	AP001094.3
ENSG00000263970	antisense	AP001094.1
ENSG00000266708	antisense	AP001793.1
ENSG00000265962	antisense	GACAT2
ENSG00000265257	processed_transcript	AP005263.1
ENSG00000263847	antisense	AP005899.1
ENSG00000266053	antisense	NDUFV2-AS1
ENSG00000264964	lincRNA	AP001033.1
ENSG00000273335	lincRNA	AP005432.2
ENSG00000266541	antisense	AP001381.1
ENSG00000263627	lincRNA	PPP4R1-AS1
ENSG00000285594	lincRNA	AP000902.2
ENSG00000285653	antisense	AC006238.2
ENSG00000272799	lincRNA	AC006238.1
ENSG00000265554	lincRNA	AP005271.1
ENSG00000264876	lincRNA	AP005209.1
ENSG00000266102	lincRNA	AP006219.1
ENSG00000260913	lincRNA	LINC01254
ENSG00000265728	lincRNA	AP001099.1
ENSG00000266604	lincRNA	LINC01887
ENSG00000264072	lincRNA	AP001180.2
ENSG00000260779	antisense	AP001180.1
ENSG00000264843	antisense	AP001180.4
ENSG00000263952	antisense	AP005120.1
ENSG00000267051	lincRNA	AP005229.1
ENSG00000273119	lincRNA	AP005229.2
ENSG00000267564	lincRNA	AP001109.1
ENSG00000267425	lincRNA	LINC01928
ENSG00000267252	lincRNA	LINC01255
ENSG00000267143	lincRNA	AP001120.2
ENSG00000260759	lincRNA	AP001120.1
ENSG00000267455	antisense	AP005137.1
ENSG00000267165	antisense	CHMP1B-AS1
ENSG00000272703	antisense	AP005137.2
ENSG00000273141	antisense	AP001269.4
ENSG00000267079	lincRNA	AP001269.2
ENSG00000266955	antisense	AP001269.1
ENSG00000267480	antisense	AP001542.3
ENSG00000267722	lincRNA	AP002414.5
ENSG00000279285	TEC	AP005264.6
ENSG00000267643	lincRNA	AP005264.4
ENSG00000267247	lincRNA	AP005264.3
ENSG00000280302	TEC	AP005264.7
ENSG00000267069	lincRNA	AP005264.1
ENSG00000267108	lincRNA	AP001029.1
ENSG00000267199	antisense	AP001029.2
ENSG00000266961	lincRNA	AP005482.2
ENSG00000260302	lincRNA	AP005482.1
ENSG00000266969	antisense	AP002449.1
ENSG00000267286	lincRNA	AP001198.2
ENSG00000267239	antisense	AP001198.1
ENSG00000267177	antisense	AP002505.1
ENSG00000279020	TEC	C18orf15
ENSG00000279275	TEC	AP002505.2
ENSG00000267393	antisense	AP002439.1
ENSG00000267690	antisense	LDLRAD4-AS1
ENSG00000267694	antisense	AP005131.5
ENSG00000267529	processed_transcript	AP005131.4
ENSG00000267366	antisense	AP005131.2
ENSG00000267136	antisense	AP005131.1
ENSG00000267503	antisense	AP005131.3
ENSG00000266954	antisense	AP001010.1
ENSG00000279962	TEC	AP001525.1
ENSG00000279352	TEC	AC006557.6
ENSG00000267150	antisense	AC006557.1
ENSG00000267356	antisense	AC006557.3
ENSG00000283294	processed_transcript	AP005212.4
ENSG00000265737	antisense	AP006565.1
ENSG00000265786	lincRNA	LINC01906
ENSG00000263618	lincRNA	AP005121.1
ENSG00000266554	lincRNA	LINC01443
ENSG00000264301	lincRNA	LINC01444
ENSG00000263821	lincRNA	AP005121.2
ENSG00000279042	TEC	AP005242.4
ENSG00000278923	lincRNA	AP005242.3
ENSG00000263635	lincRNA	AP005242.1
ENSG00000264880	lincRNA	AP005901.2
ENSG00000265984	lincRNA	AC022809.1
ENSG00000265751	antisense	AC015878.1
ENSG00000265656	antisense	AC106037.2
ENSG00000265142	antisense	MIR133A1HG
ENSG00000264149	lincRNA	AC103987.2
ENSG00000265758	lincRNA	LINC01900
ENSG00000263588	lincRNA	AC091043.1
ENSG00000266010	antisense	GATA6-AS1
ENSG00000264012	antisense	AC091588.1
ENSG00000266283	antisense	AC091588.3
ENSG00000264825	lincRNA	AC091588.2
ENSG00000273348	lincRNA	AC027449.1
ENSG00000265943	antisense	AC090912.1
ENSG00000266850	antisense	AC090912.2
ENSG00000266495	antisense	AC011731.1
ENSG00000265752	lincRNA	AC010754.1
ENSG00000264745	antisense	TTC39C-AS1
ENSG00000265204	antisense	AC090772.2
ENSG00000264924	antisense	AC090772.1
ENSG00000279332	TEC	AC090772.4
ENSG00000265750	lincRNA	AC090772.3
ENSG00000264365	antisense	AC023983.1
ENSG00000273321	lincRNA	AC023983.2
ENSG00000264695	lincRNA	AC007922.1
ENSG00000266489	lincRNA	AC007922.3
ENSG00000265485	lincRNA	LINC01915
ENSG00000266573	lincRNA	AC018697.1
ENSG00000264345	lincRNA	LINC01894
ENSG00000265552	lincRNA	AC104961.1
ENSG00000285595	antisense	AC105114.2
ENSG00000279439	TEC	AC105114.1
ENSG00000264434	antisense	AC110603.1
ENSG00000263862	lincRNA	LINC01543
ENSG00000260372	antisense	AQP4-AS1
ENSG00000265369	lincRNA	PCAT18
ENSG00000263677	lincRNA	AC012588.1
ENSG00000263382	lincRNA	AC018371.1
ENSG00000265374	lincRNA	LINC01908
ENSG00000264151	lincRNA	AC090403.1
ENSG00000264790	lincRNA	AC021382.1
ENSG00000263611	lincRNA	AC068408.1
ENSG00000227279	antisense	AC110015.1
ENSG00000265994	lincRNA	AC090365.1
ENSG00000265980	lincRNA	AC074237.1
ENSG00000264587	lincRNA	AC117569.1
ENSG00000266196	lincRNA	AC090506.1
ENSG00000279734	TEC	AC090506.2
ENSG00000265670	lincRNA	AC016382.1
ENSG00000265888	antisense	DSCAS
ENSG00000263698	antisense	AC012417.1
ENSG00000266729	antisense	DSG1-AS1
ENSG00000266521	lincRNA	AC021549.1
ENSG00000264859	antisense	DSG2-AS1
ENSG00000259985	antisense	AC017100.1
ENSG00000263924	antisense	AC022960.1
ENSG00000263823	antisense	AC009831.1
ENSG00000280380	TEC	AC009831.4
ENSG00000263917	processed_transcript	AC011825.3
ENSG00000265008	antisense	AC011825.4
ENSG00000263393	antisense	AC011825.2
ENSG00000264982	antisense	AC015563.2
ENSG00000262477	lincRNA	AC021224.1
ENSG00000285095	antisense	AC025887.2
ENSG00000263688	lincRNA	AC025887.1
ENSG00000228835	antisense	AC012123.1
ENSG00000263765	antisense	AC090371.2
ENSG00000263450	antisense	AC090371.1
ENSG00000267642	lincRNA	AC091198.1
ENSG00000280406	TEC	AC104985.3
ENSG00000267746	antisense	AC104985.1
ENSG00000278052	lincRNA	AC104985.2
ENSG00000268873	antisense	AC022601.1
ENSG00000278464	lincRNA	AC068506.1
ENSG00000280096	TEC	AC015967.2
ENSG00000274400	lincRNA	AC015967.1
ENSG00000279989	TEC	AC011815.3
ENSG00000274184	lincRNA	AC011815.2
ENSG00000268573	lincRNA	AC011815.1
ENSG00000274918	lincRNA	AC116447.1
ENSG00000275512	lincRNA	AC007998.4
ENSG00000267583	lincRNA	AC007998.3
ENSG00000279074	TEC	AC007998.5
ENSG00000267397	lincRNA	AC090229.1
ENSG00000267627	lincRNA	AC118757.1
ENSG00000278986	TEC	AC091060.1
ENSG00000260552	antisense	AC023043.1
ENSG00000267039	antisense	AC016493.1
ENSG00000267651	lincRNA	AC015961.1
ENSG00000267707	antisense	AC015961.2
ENSG00000267202	antisense	AC090386.1
ENSG00000279678	TEC	AC090386.2
ENSG00000279543	TEC	AC129908.1
ENSG00000285940	antisense	AC009899.1
ENSG00000268566	lincRNA	AC100781.1
ENSG00000267374	lincRNA	AC016205.1
ENSG00000283458	lincRNA	AC011139.1
ENSG00000267413	lincRNA	LINC01901
ENSG00000283503	lincRNA	LINC01902
ENSG00000279034	TEC	AC011266.1
ENSG00000261715	lincRNA	LINC01477
ENSG00000267313	lincRNA	KC6
ENSG00000267586	lincRNA	LINC00907
ENSG00000278933	TEC	AC022743.1
ENSG00000285550	lincRNA	AC110014.1
ENSG00000267337	lincRNA	LINC01478
ENSG00000267414	lincRNA	AC120049.1
ENSG00000280365	TEC	AC021766.1
ENSG00000279319	TEC	AC105074.1
ENSG00000267101	lincRNA	AC090376.1
ENSG00000267097	antisense	SLC14A2-AS1
ENSG00000285790	lincRNA	AC021517.2
ENSG00000267193	antisense	AC023421.2
ENSG00000279829	TEC	AC015959.1
ENSG00000285993	antisense	AC018931.1
ENSG00000270112	processed_transcript	AC090241.2
ENSG00000274776	lincRNA	AC090241.3
ENSG00000279354	TEC	AC090373.1
ENSG00000280212	TEC	AC012254.5
ENSG00000266957	antisense	AC012254.1
ENSG00000267724	antisense	AC012254.3
ENSG00000267761	lincRNA	MIR4527HG
ENSG00000279367	TEC	AC102797.2
ENSG00000261307	lincRNA	AC102797.1
ENSG00000279707	TEC	AC120349.3
ENSG00000269365	antisense	AC120349.1
ENSG00000279366	TEC	AC120349.2
ENSG00000278891	TEC	AC105101.1
ENSG00000280197	TEC	C18orf12
ENSG00000278983	TEC	AC048380.2
ENSG00000279629	TEC	AC048380.3
ENSG00000267762	antisense	AC048380.1
ENSG00000279250	TEC	AC022919.1
ENSG00000267764	antisense	AC093567.1
ENSG00000266905	lincRNA	AC114684.1
ENSG00000280335	TEC	AC016866.3
ENSG00000264269	antisense	AC016866.1
ENSG00000265128	antisense	AC016866.2
ENSG00000266696	antisense	AC044840.1
ENSG00000265496	antisense	AC100778.3
ENSG00000264464	lincRNA	AC091170.1
ENSG00000267674	lincRNA	AC090227.2
ENSG00000267322	antisense	SNHG22
ENSG00000267695	lincRNA	AC105227.1
ENSG00000227115	lincRNA	LINC01630
ENSG00000285695	lincRNA	AC016383.2
ENSG00000266335	lincRNA	AC016383.1
ENSG00000280098	TEC	AC011155.1
ENSG00000260433	processed_transcript	LINC01917
ENSG00000263438	lincRNA	LINC01919
ENSG00000277324	antisense	AC093462.1
ENSG00000267311	lincRNA	AC007673.1
ENSG00000267112	antisense	AC098848.1
ENSG00000267013	lincRNA	LINC01929
ENSG00000267028	antisense	TCF4-AS1
ENSG00000267402	antisense	TCF4-AS2
ENSG00000267284	lincRNA	AC022031.2
ENSG00000267325	lincRNA	LINC01415
ENSG00000267172	lincRNA	AC022031.1
ENSG00000260930	lincRNA	LINC01416
ENSG00000267327	lincRNA	AC009271.1
ENSG00000206129	lincRNA	AC006305.1
ENSG00000267057	lincRNA	LINC01905
ENSG00000267399	lincRNA	AC006305.2
ENSG00000267712	lincRNA	LINC01539
ENSG00000267732	lincRNA	AC006305.3
ENSG00000267146	antisense	AC012301.1
ENSG00000267225	sense_overlapping	WDR7-OT1
ENSG00000258609	lincRNA	LINC-ROR
ENSG00000267789	lincRNA	AC100775.1
ENSG00000267726	lincRNA	LINC02565
ENSG00000277837	lincRNA	AC090340.1
ENSG00000278703	lincRNA	AC100847.1
ENSG00000267040	antisense	AC027097.1
ENSG00000267787	antisense	AC027097.2
ENSG00000267209	lincRNA	LINC01897
ENSG00000267743	antisense	AC107896.1
ENSG00000267396	antisense	AC090236.1
ENSG00000267675	lincRNA	AC105105.2
ENSG00000267391	lincRNA	MIR122HG
ENSG00000276403	lincRNA	AC105105.4
ENSG00000267257	antisense	AC105105.1
ENSG00000267579	antisense	AC104971.2
ENSG00000275418	lincRNA	AC104971.3
ENSG00000267226	bidirectional_promoter_lncRNA	AC104971.1
ENSG00000267476	antisense	AC104365.1
ENSG00000267705	lincRNA	AC104365.3
ENSG00000267501	lincRNA	AC104365.2
ENSG00000267593	lincRNA	LINC01926
ENSG00000267215	lincRNA	AC040963.1
ENSG00000267677	lincRNA	AC016229.2
ENSG00000267000	antisense	AC016229.1
ENSG00000267061	antisense	AC090213.1
ENSG00000267269	antisense	AC010776.1
ENSG00000267774	antisense	AC010776.2
ENSG00000273664	lincRNA	AC010776.3
ENSG00000267462	lincRNA	AC090377.1
ENSG00000267686	lincRNA	AC090771.2
ENSG00000267401	lincRNA	AC090621.1
ENSG00000285681	antisense	AC091576.1
ENSG00000267098	lincRNA	AC113137.1
ENSG00000267316	lincRNA	AC090409.2
ENSG00000267279	lincRNA	AC090409.1
ENSG00000267175	lincRNA	AC105094.2
ENSG00000267038	lincRNA	AC105094.1
ENSG00000260440	lincRNA	LINC01544
ENSG00000267560	antisense	AC027514.2
ENSG00000267341	antisense	AC100843.1
ENSG00000278017	antisense	AC064801.1
ENSG00000279236	TEC	AC064801.2
ENSG00000283125	antisense	AC022726.2
ENSG00000267390	antisense	AC036176.1
ENSG00000283667	antisense	AC009802.1
ENSG00000267134	lincRNA	LINC01924
ENSG00000179676	lincRNA	LINC00305
ENSG00000266952	lincRNA	LINC01538
ENSG00000263863	lincRNA	AC007948.1
ENSG00000264131	lincRNA	AC007631.1
ENSG00000264232	lincRNA	LINC01916
ENSG00000265217	lincRNA	AC090358.1
ENSG00000263622	lincRNA	AC023394.1
ENSG00000260578	lincRNA	AC110597.1
ENSG00000263424	antisense	AC110597.3
ENSG00000265533	lincRNA	AC114689.3
ENSG00000263594	lincRNA	AC022655.1
ENSG00000265555	lincRNA	LINC01903
ENSG00000264634	lincRNA	AC100844.1
ENSG00000264869	lincRNA	AC068112.1
ENSG00000264699	lincRNA	LINC01912
ENSG00000265425	lincRNA	AC005909.1
ENSG00000263637	antisense	AC022035.1
ENSG00000264472	antisense	AC096708.2
ENSG00000264705	lincRNA	AC090337.1
ENSG00000285748	lincRNA	AC090337.2
ENSG00000278532	lincRNA	AC026585.1
ENSG00000265643	antisense	AC119868.2
ENSG00000279221	TEC	AC068254.2
ENSG00000266840	antisense	AC068254.1
ENSG00000266258	lincRNA	LINC01909
ENSG00000266304	lincRNA	LIVAR
ENSG00000266278	lincRNA	LINC01910
ENSG00000278971	TEC	AC091305.1
ENSG00000263417	lincRNA	GTSCR1
ENSG00000265781	lincRNA	AC090415.2
ENSG00000265484	lincRNA	AC091691.2
ENSG00000260676	lincRNA	LINC01541
ENSG00000265352	lincRNA	LINC01899
ENSG00000260457	lincRNA	AC027458.1
ENSG00000265995	lincRNA	AC069114.1
ENSG00000263958	lincRNA	AC091138.1
ENSG00000263711	processed_transcript	AC079062.1
ENSG00000261780	processed_transcript	LINC02582
ENSG00000265380	lincRNA	AC079070.1
ENSG00000263655	lincRNA	AC090125.1
ENSG00000278902	TEC	AC010947.1
ENSG00000260569	lincRNA	AC090398.1
ENSG00000259779	lincRNA	LINC01922
ENSG00000264340	antisense	AC009704.1
ENSG00000264247	lincRNA	LINC00909
ENSG00000278607	lincRNA	AC015819.2
ENSG00000273669	lincRNA	AC015819.1
ENSG00000278911	processed_transcript	AC015819.3
ENSG00000285915	lincRNA	AC015819.4
ENSG00000276993	lincRNA	AC116003.3
ENSG00000264116	antisense	AC116003.1
ENSG00000266774	lincRNA	AC116003.2
ENSG00000261194	lincRNA	LINC01898
ENSG00000266460	lincRNA	AC021506.1
ENSG00000264108	lincRNA	AC090457.1
ENSG00000263547	processed_transcript	AC011095.1
ENSG00000266743	lincRNA	AC103808.6
ENSG00000264260	lincRNA	LINC01893
ENSG00000264595	lincRNA	AC103808.2
ENSG00000266014	lincRNA	AC103808.4
ENSG00000265717	lincRNA	AC103808.3
ENSG00000264212	lincRNA	AC103808.1
ENSG00000266614	lincRNA	AC103808.5
ENSG00000263982	antisense	AC009716.1
ENSG00000280205	TEC	AC009716.2
ENSG00000265778	antisense	AC018413.1
ENSG00000275763	lincRNA	C18orf65
ENSG00000263812	lincRNA	LINC00908
ENSG00000266256	lincRNA	LINC00683
ENSG00000266312	lincRNA	LINC01927
ENSG00000276397	lincRNA	LINC01879
ENSG00000264278	lincRNA	ZNF236-DT
ENSG00000278107	lincRNA	AC027575.2
ENSG00000266844	antisense	AC093330.1
ENSG00000279811	TEC	AC093330.2
ENSG00000275178	antisense	AC018529.1
ENSG00000279433	TEC	AC018529.3
ENSG00000278330	antisense	AC018529.2
ENSG00000265844	lincRNA	AC100863.1
ENSG00000264015	lincRNA	AC124254.1
ENSG00000264693	lincRNA	AC123786.1
ENSG00000265843	lincRNA	LINC01029
ENSG00000264334	lincRNA	AC134978.1
ENSG00000266213	lincRNA	AC107892.1
ENSG00000265644	lincRNA	AC087399.1
ENSG00000265378	lincRNA	AC012572.1
ENSG00000266273	lincRNA	AC044873.1
ENSG00000266586	lincRNA	AC091027.2
ENSG00000265101	lincRNA	AC091027.1
ENSG00000263146	lincRNA	LINC01896
ENSG00000279416	TEC	AC099689.1
ENSG00000279474	TEC	AC125437.2
ENSG00000267628	antisense	AC104423.1
ENSG00000267015	antisense	AC023090.1
ENSG00000279077	TEC	AC023090.2
ENSG00000279637	TEC	AC018445.3
ENSG00000275186	antisense	AC018445.1
ENSG00000279981	TEC	AC018445.4
ENSG00000279397	TEC	AC018445.2
ENSG00000267287	processed_transcript	AC068473.3
ENSG00000267409	lincRNA	AC068473.4
ENSG00000178412	lincRNA	AC068473.1
ENSG00000274828	lincRNA	AC068473.5
ENSG00000266901	antisense	AC068473.2
ENSG00000266924	lincRNA	AC021594.1
ENSG00000267780	lincRNA	AC021594.2
ENSG00000278075	lincRNA	AC114341.1
ENSG00000261126	lincRNA	RBFADN
ENSG00000267270	antisense	PARD6G-AS1
ENSG00000267251	antisense	AC139100.1
ENSG00000282542	TEC	AC008993.1
ENSG00000282798	TEC	AC008993.2
ENSG00000282807	lincRNA	AC008993.3
ENSG00000282591	lincRNA	FAM138F
ENSG00000282535	lincRNA	AC092192.1
ENSG00000282508	processed_transcript	LINC01002
ENSG00000282393	lincRNA	AC016588.2
ENSG00000267124	antisense	AC016588.1
ENSG00000267443	lincRNA	AC010641.1
ENSG00000266933	antisense	AC005775.1
ENSG00000267751	antisense	AC009005.1
ENSG00000261204	lincRNA	AC004449.1
ENSG00000267666	lincRNA	AC004156.1
ENSG00000272473	lincRNA	AC006273.1
ENSG00000267530	lincRNA	LINC01836
ENSG00000267159	antisense	AC005379.1
ENSG00000266990	antisense	AC004528.1
ENSG00000274177	antisense	AC004528.2
ENSG00000279753	TEC	AC011558.1
ENSG00000267778	lincRNA	AC004221.1
ENSG00000267493	antisense	CIRBP-AS1
ENSG00000267372	lincRNA	AC005330.1
ENSG00000279488	TEC	AC004623.1
ENSG00000267755	antisense	AC005329.2
ENSG00000280486	antisense	AC005329.3
ENSG00000248015	antisense	AC005329.1
ENSG00000268798	lincRNA	AC027307.3
ENSG00000267317	antisense	AC027307.2
ENSG00000267092	antisense	AC027307.1
ENSG00000279009	TEC	AC005943.2
ENSG00000267073	lincRNA	AC005256.1
ENSG00000267007	antisense	AC012615.2
ENSG00000267244	processed_transcript	AC012615.6
ENSG00000267125	antisense	AC012615.3
ENSG00000267141	antisense	AC012615.4
ENSG00000261526	lincRNA	AC012615.1
ENSG00000267232	lincRNA	AC012615.5
ENSG00000180846	antisense	CSNK1G2-AS1
ENSG00000267283	processed_transcript	AC005306.1
ENSG00000279653	TEC	AC004678.2
ENSG00000267122	antisense	AC004490.1
ENSG00000267201	lincRNA	LINC01775
ENSG00000267214	antisense	AC092068.1
ENSG00000267063	antisense	AC006130.1
ENSG00000253392	antisense	AC119403.1
ENSG00000279452	TEC	AC006277.1
ENSG00000267469	antisense	AC005944.1
ENSG00000267139	antisense	AC005262.2
ENSG00000267688	antisense	KF456478.1
ENSG00000267551	antisense	AC005264.1
ENSG00000267448	antisense	AC010649.1
ENSG00000280103	TEC	AC007792.1
ENSG00000279599	TEC	AC005514.1
ENSG00000267436	antisense	AC005786.3
ENSG00000267231	lincRNA	AC005786.2
ENSG00000279590	TEC	AC005786.4
ENSG00000226800	antisense	CACTIN-AS1
ENSG00000267304	antisense	AC004637.1
ENSG00000267205	antisense	AC005954.2
ENSG00000280247	TEC	AC005578.1
ENSG00000269425	antisense	AC104521.1
ENSG00000269807	antisense	AC007292.3
ENSG00000269318	antisense	AC007292.2
ENSG00000267980	antisense	AC007292.1
ENSG00000267255	antisense	AC011498.3
ENSG00000267030	antisense	AC011498.2
ENSG00000280239	TEC	AC011498.7
ENSG00000267769	antisense	AC011498.6
ENSG00000267011	lincRNA	AC011498.1
ENSG00000268565	antisense	AC005339.1
ENSG00000205790	antisense	DPP9-AS1
ENSG00000176840	lincRNA	MIR7-3HG
ENSG00000268536	lincRNA	AC005523.1
ENSG00000269604	antisense	AC005523.2
ENSG00000267484	antisense	AC027319.1
ENSG00000267550	antisense	AC022517.1
ENSG00000274447	antisense	AC005790.1
ENSG00000267709	antisense	AC024592.2
ENSG00000266941	antisense	AC024592.1
ENSG00000267571	antisense	AC104532.2
ENSG00000266983	antisense	AC011444.1
ENSG00000267262	antisense	AC011444.2
ENSG00000267299	antisense	AC011444.3
ENSG00000267563	antisense	AC011471.2
ENSG00000280394	TEC	AC011471.3
ENSG00000269802	antisense	AC011491.3
ENSG00000269444	sense_overlapping	AC011491.2
ENSG00000275234	antisense	AC010503.4
ENSG00000268203	antisense	AC010503.2
ENSG00000268191	antisense	AC010503.1
ENSG00000269680	antisense	AC008760.1
ENSG00000280091	TEC	AC020895.2
ENSG00000268845	antisense	AC025278.1
ENSG00000267852	antisense	AC119396.2
ENSG00000269371	antisense	AC008878.4
ENSG00000268204	antisense	AC008763.1
ENSG00000268120	lincRNA	AC010336.3
ENSG00000214248	antisense	AC010336.1
ENSG00000268149	antisense	AC010336.4
ENSG00000260500	antisense	AC010336.2
ENSG00000269139	processed_transcript	AC010336.5
ENSG00000269813	antisense	AC010336.6
ENSG00000267939	lincRNA	AC008946.1
ENSG00000271717	antisense	AC022146.2
ENSG00000269386	antisense	RAB11B-AS1
ENSG00000268931	antisense	AC136469.1
ENSG00000279827	TEC	AC136469.2
ENSG00000268618	antisense	AC092316.1
ENSG00000267986	antisense	AC130469.1
ENSG00000268480	lincRNA	LINC01862
ENSG00000279426	TEC	AC243312.2
ENSG00000269300	antisense	AC008734.1
ENSG00000267510	antisense	AC011451.1
ENSG00000283108	processed_transcript	AC011451.3
ENSG00000267273	lincRNA	AC008567.2
ENSG00000278611	lincRNA	ZNF426-DT
ENSG00000267106	processed_transcript	ZNF561-AS1
ENSG00000277587	lincRNA	AC008759.3
ENSG00000267612	lincRNA	AC008759.2
ENSG00000266950	lincRNA	AC008752.1
ENSG00000267289	lincRNA	AC008752.2
ENSG00000267650	antisense	AC008742.1
ENSG00000267387	antisense	AC020931.1
ENSG00000266978	antisense	AC011511.2
ENSG00000267105	antisense	AC011511.3
ENSG00000267607	antisense	AC011511.5
ENSG00000274425	antisense	AC114271.1
ENSG00000267100	lincRNA	ILF3-DT
ENSG00000266936	antisense	AC011442.1
