gene_id	gene_type	gene_name
57937	ENSG00000214915	lincRNA	BX546450.1
57938	ENSG00000166049	protein_coding	PASD1
57939	ENSG00000239429	unprocessed_pseudogene	AF274854.1
57940	ENSG00000130032	protein_coding	PRRG3
57941	ENSG00000147378	protein_coding	FATE1
57942	ENSG00000183862	protein_coding	CNGA2
57943	ENSG00000229967	antisense	MAGEA4-AS1
57944	ENSG00000147381	protein_coding	MAGEA4
57945	ENSG00000102287	protein_coding	GABRE
57946	ENSG00000284363	miRNA	MIR224
57947	ENSG00000283751	miRNA	MIR452
57948	ENSG00000228965	processed_pseudogene	RPSAP60
57949	ENSG00000242520	transcribed_unprocessed_pseudogene	MAGEA5
57950	ENSG00000266560	processed_transcript	MAGEA10-MAGEA5
57951	ENSG00000124260	protein_coding	MAGEA10
57952	ENSG00000231937	antisense	AC116666.1
57953	ENSG00000011677	protein_coding	GABRA3
57954	ENSG00000252205	snRNA	RNU6-764P
57955	ENSG00000207957	miRNA	MIR105-1
57956	ENSG00000211583	miRNA	MIR767
57957	ENSG00000207818	miRNA	MIR105-2
57958	ENSG00000223940	processed_pseudogene	KRT8P8
57959	ENSG00000268089	protein_coding	GABRQ
57960	ENSG00000269475	unprocessed_pseudogene	AC244102.2
57961	ENSG00000221867	protein_coding	MAGEA3
57962	ENSG00000268902	protein_coding	CSAG2
57963	ENSG00000183305	protein_coding	MAGEA2B
57964	ENSG00000198930	protein_coding	CSAG1
57965	ENSG00000213401	protein_coding	MAGEA12
57966	ENSG00000242599	transcribed_unprocessed_pseudogene	CSAG4
57967	ENSG00000231447	antisense	AC244102.1
57968	ENSG00000268606	protein_coding	MAGEA2
57969	ENSG00000268916	protein_coding	CSAG3
57970	ENSG00000197172	protein_coding	MAGEA6
57971	ENSG00000147400	protein_coding	CETN2
57972	ENSG00000147383	protein_coding	NSDHL
57973	ENSG00000147394	protein_coding	ZNF185
57974	ENSG00000198883	protein_coding	PNMA5
57975	ENSG00000234200	unprocessed_pseudogene	AC243591.1
57976	ENSG00000229979	processed_pseudogene	AC243428.1
57977	ENSG00000183837	protein_coding	PNMA3
57978	ENSG00000235961	protein_coding	PNMA6A
57979	ENSG00000268883	unprocessed_pseudogene	PNMA6B
57980	ENSG00000224931	unprocessed_pseudogene	AC152010.1
57981	ENSG00000198681	protein_coding	MAGEA1
57982	ENSG00000235219	unprocessed_pseudogene	AC236972.2
57983	ENSG00000273877	lincRNA	AC236972.3
57984	ENSG00000231600	unprocessed_pseudogene	AC236972.1
57985	ENSG00000278803	unprocessed_pseudogene	AC236972.4
57986	ENSG00000225110	protein_coding	PNMA6F
57987	ENSG00000063587	protein_coding	ZNF275
57988	ENSG00000232249	unprocessed_pseudogene	AC152007.1
57989	ENSG00000214897	protein_coding	PNMA6E
57990	ENSG00000265170	misc_RNA	RN7SL667P
57991	ENSG00000189420	protein_coding	ZFP92
57992	ENSG00000183479	protein_coding	TREX2
57993	ENSG00000213397	protein_coding	HAUS7
57994	ENSG00000224963	transcribed_unitary_pseudogene	U82695.1
57995	ENSG00000182492	protein_coding	BGN
57996	ENSG00000067842	protein_coding	ATP2B3
57997	ENSG00000262919	protein_coding	CCNQ
57998	ENSG00000260081	transcribed_processed_pseudogene	AF274858.1
57999	ENSG00000217889	processed_pseudogene	KRT18P48
58000	ENSG00000130829	protein_coding	DUSP9
58001	ENSG00000237793	processed_pseudogene	RPL18AP16
58002	ENSG00000244335	misc_RNA	RN7SL687P
58003	ENSG00000130822	protein_coding	PNCK
58004	ENSG00000130821	protein_coding	SLC6A8
58005	ENSG00000185825	protein_coding	BCAP31
58006	ENSG00000101986	protein_coding	ABCD1
58007	ENSG00000232725	antisense	U52111.1
58008	ENSG00000198753	protein_coding	PLXNB3
58009	ENSG00000184343	protein_coding	SRPK3
58010	ENSG00000067829	protein_coding	IDH3G
58011	ENSG00000180879	protein_coding	SSR4
58012	ENSG00000067840	protein_coding	PDZD4
58013	ENSG00000184844	processed_pseudogene	CYCSP45
58014	ENSG00000198910	protein_coding	L1CAM
58015	ENSG00000284987	protein_coding	U52112.1
58016	ENSG00000273769	processed_transcript	LCA10
58017	ENSG00000126895	protein_coding	AVPR2
58018	ENSG00000089820	protein_coding	ARHGAP4
58019	ENSG00000102030	protein_coding	NAA10
58020	ENSG00000102032	protein_coding	RENBP
58021	ENSG00000172534	protein_coding	HCFC1
58022	ENSG00000235802	antisense	HCFC1-AS1
58023	ENSG00000177854	protein_coding	TMEM187
58024	ENSG00000265176	miRNA	MIR3202-1
58025	ENSG00000283694	miRNA	MIR3202-2
58026	ENSG00000184216	protein_coding	IRAK1
58027	ENSG00000284286	miRNA	MIR718
58028	ENSG00000169057	protein_coding	MECP2
58029	ENSG00000102076	protein_coding	OPN1LW
58030	ENSG00000277008	unprocessed_pseudogene	TEX28P2
58031	ENSG00000268221	protein_coding	OPN1MW
58032	ENSG00000274962	unprocessed_pseudogene	TEX28P1
58033	ENSG00000166160	protein_coding	OPN1MW2
58034	ENSG00000277009	unprocessed_pseudogene	AC244097.1
58035	ENSG00000269433	protein_coding	OPN1MW3
58036	ENSG00000278057	protein_coding	TEX28
58037	ENSG00000007350	protein_coding	TKTL1
58038	ENSG00000231830	antisense	AC245140.1
58039	ENSG00000196924	protein_coding	FLNA
58040	ENSG00000285018	antisense	AC245140.3
58041	ENSG00000102119	protein_coding	EMD
58042	ENSG00000147403	protein_coding	RPL10
58043	ENSG00000280195	antisense	AC245140.2
58044	ENSG00000207165	snoRNA	SNORA70
58045	ENSG00000013563	protein_coding	DNASE1L1
58046	ENSG00000102125	protein_coding	TAZ
58047	ENSG00000197180	lincRNA	CH17-340M24.3
58048	ENSG00000071553	protein_coding	ATP6AP1
58049	ENSG00000203879	protein_coding	GDI1
58050	ENSG00000071859	protein_coding	FAM50A
58051	ENSG00000276350	miRNA	MIR6858
58052	ENSG00000130827	protein_coding	PLXNA3
58053	ENSG00000196976	protein_coding	LAGE3
58054	ENSG00000102178	protein_coding	UBL4A
58055	ENSG00000126903	protein_coding	SLC10A3
58056	ENSG00000264484	misc_RNA	RN7SL697P
58057	ENSG00000071889	protein_coding	FAM3A
58058	ENSG00000261773	sense_overlapping	AC244090.2
58059	ENSG00000160211	protein_coding	G6PD
58060	ENSG00000269335	protein_coding	IKBKG
58061	ENSG00000279245	lincRNA	FAM223A
58062	ENSG00000273041	processed_pseudogene	ATF4P2
58063	ENSG00000268651	protein_coding	CTAG1A
58064	ENSG00000232155	processed_pseudogene	AC244090.1
58065	ENSG00000184033	protein_coding	CTAG1B
58066	ENSG00000273773	unprocessed_pseudogene	AC244107.2
58067	ENSG00000213338	processed_pseudogene	ATF4P1
58068	ENSG00000272681	lincRNA	FAM223B
58069	ENSG00000275882	unprocessed_pseudogene	IKBKGP1
58070	ENSG00000126890	protein_coding	CTAG2
58071	ENSG00000226141	unprocessed_pseudogene	AC244107.1
58072	ENSG00000237619	unprocessed_pseudogene	OR3B1P
58073	ENSG00000160219	protein_coding	GAB3
58074	ENSG00000130826	protein_coding	DKC1
58075	ENSG00000206948	snoRNA	SNORA36A
58076	ENSG00000284450	miRNA	MIR664B
58077	ENSG00000206693	snoRNA	SNORA56
58078	ENSG00000130830	protein_coding	MPP1
58079	ENSG00000229237	processed_pseudogene	HMGN1P37
58080	ENSG00000203870	protein_coding	SMIM9
58081	ENSG00000185010	protein_coding	F8
58082	ENSG00000274183	protein_coding	H2AFB1
58083	ENSG00000277203	protein_coding	F8A1
58084	ENSG00000221533	miRNA	MIR1184-1
58085	ENSG00000224069	processed_pseudogene	BX842559.1
58086	ENSG00000237859	unprocessed_pseudogene	EEF1A1P31
58087	ENSG00000233688	processed_pseudogene	BX842559.2
58088	ENSG00000165775	protein_coding	FUNDC2
58089	ENSG00000182712	protein_coding	CMC4
58090	ENSG00000214827	protein_coding	MTCP1
58091	ENSG00000185515	protein_coding	BRCC3
58092	ENSG00000235991	unprocessed_pseudogene	BX293995.1
58093	ENSG00000155959	protein_coding	VBP1
58094	ENSG00000224978	processed_pseudogene	BX682237.1
58095	ENSG00000155961	protein_coding	RAB39B
58096	ENSG00000155962	protein_coding	CLIC2
58097	ENSG00000225008	processed_pseudogene	AC234781.2
58098	ENSG00000228986	processed_pseudogene	AC234781.3
58099	ENSG00000230491	processed_pseudogene	AC234781.4
58100	ENSG00000224216	antisense	AC234781.1
58101	ENSG00000230578	transcribed_unprocessed_pseudogene	AC234781.5
58102	ENSG00000277858	protein_coding	H2AFB2
58103	ENSG00000274791	protein_coding	F8A2
58104	ENSG00000221190	miRNA	MIR1184-2
58105	ENSG00000277150	protein_coding	F8A3
58106	ENSG00000221603	miRNA	MIR1184-3
58107	ENSG00000277745	protein_coding	H2AFB3
58108	ENSG00000224533	antisense	TMLHE-AS1
58109	ENSG00000225393	antisense	BX571846.1
58110	ENSG00000185973	protein_coding	TMLHE
58111	ENSG00000168939	protein_coding	SPRY3
58112	ENSG00000237801	processed_pseudogene	AMD1P2
58113	ENSG00000237040	processed_pseudogene	DPH3P2
58114	ENSG00000124333	protein_coding	VAMP7
58115	ENSG00000228410	processed_pseudogene	ELOCP24
58116	ENSG00000223484	processed_pseudogene	TRPC6P
58117	ENSG00000124334	protein_coding	IL9R
58118	ENSG00000270726	processed_transcript	AJ271736.1
58119	ENSG00000185203	antisense	WASIR1
58120	ENSG00000182484	transcribed_unprocessed_pseudogene	WASH6P
58121	ENSG00000227159	unprocessed_pseudogene	DDX11L16
58122	ENSG00000228572	unprocessed_pseudogene	AL954722.1
58123	ENSG00000182378	protein_coding	PLCXD1
58124	ENSG00000178605	protein_coding	GTPBP6
58125	ENSG00000226179	antisense	LINC00685
58126	ENSG00000167393	protein_coding	PPP2R3B
58127	ENSG00000281849	antisense	AL732314.6
58128	ENSG00000275287	misc_RNA	RF00017
58129	ENSG00000280767	lincRNA	AL732314.4
58130	ENSG00000234958	processed_pseudogene	FABP5P13
58131	ENSG00000229232	processed_pseudogene	KRT18P53
58132	ENSG00000185960	protein_coding	SHOX
58133	ENSG00000237531	lincRNA	AL672277.1
58134	ENSG00000225661	processed_pseudogene	RPL14P5
58135	ENSG00000205755	protein_coding	CRLF2
58136	ENSG00000198223	protein_coding	CSF2RA
58137	ENSG00000265658	miRNA	MIR3690
58138	ENSG00000223274	rRNA_pseudogene	RNA5SP498
58139	ENSG00000185291	protein_coding	IL3RA
58140	ENSG00000169100	protein_coding	SLC25A6
58141	ENSG00000236871	lincRNA	LINC00106
58142	ENSG00000236017	antisense	ASMTL-AS1
58143	ENSG00000169093	protein_coding	ASMTL
58144	ENSG00000182162	protein_coding	P2RY8
58145	ENSG00000197976	protein_coding	AKAP17A
58146	ENSG00000196433	protein_coding	ASMT
58147	ENSG00000223511	lincRNA	AL683807.1
58148	ENSG00000234622	lincRNA	AL683807.2
58149	ENSG00000169084	protein_coding	DHRSX
58150	ENSG00000223571	sense_intronic	DHRSX-IT1
58151	ENSG00000214717	protein_coding	ZBED1
58152	ENSG00000277120	miRNA	MIR6089
58153	ENSG00000223773	transcribed_unprocessed_pseudogene	CD99P1
58154	ENSG00000230542	lincRNA	LINC00102
58155	ENSG00000002586	protein_coding	CD99
58156	ENSG00000251841	snRNA	RNU6-1334P
58157	ENSG00000184895	protein_coding	SRY
58158	ENSG00000237659	processed_pseudogene	RNASEH2CP1
58159	ENSG00000232195	processed_pseudogene	TOMM22P2
58160	ENSG00000129824	protein_coding	RPS4Y1
58161	ENSG00000227289	unprocessed_pseudogene	HSFY3P
58162	ENSG00000229163	processed_pseudogene	NAP1L1P2
58163	ENSG00000278847	lincRNA	AC006157.1
58164	ENSG00000067646	protein_coding	ZFY
58165	ENSG00000233070	antisense	ZFY-AS1
58166	ENSG00000223600	processed_pseudogene	EEF1A1P41
58167	ENSG00000231535	lincRNA	LINC00278
58168	ENSG00000234652	processed_pseudogene	AGPAT5P1
58169	ENSG00000216777	processed_pseudogene	PRRC2CP1
58170	ENSG00000176679	protein_coding	TGIF2LY
58171	ENSG00000232927	processed_pseudogene	USP12PY
58172	ENSG00000225653	processed_pseudogene	RNF19BPY
58173	ENSG00000218410	processed_pseudogene	AC012078.1
58174	ENSG00000229518	processed_pseudogene	UBE2V1P3
58175	ENSG00000229308	lincRNA	AC010737.1
58176	ENSG00000252900	snRNA	RNU6-303P
58177	ENSG00000225878	processed_pseudogene	SERBP1P2
58178	ENSG00000277930	lincRNA	AC010722.1
58179	ENSG00000099715	protein_coding	PCDH11Y
58180	ENSG00000252468	snRNA	RNU2-57P
58181	ENSG00000231341	processed_pseudogene	VDAC1P6
58182	ENSG00000235001	processed_pseudogene	EIF4A1P2
58183	ENSG00000214207	processed_pseudogene	KRT18P10
58184	ENSG00000278585	processed_pseudogene	SNX3P1Y
58185	ENSG00000235175	processed_pseudogene	RPL26P37
58186	ENSG00000285470	processed_pseudogene	AC010977.1
58187	ENSG00000237195	processed_pseudogene	DLGAP5P1
58188	ENSG00000250204	transcribed_unprocessed_pseudogene	TTTY23B
58189	ENSG00000168757	protein_coding	TSPY2
58190	ENSG00000234830	transcribed_unprocessed_pseudogene	FAM197Y9
58191	ENSG00000238235	unprocessed_pseudogene	TSPY11P
58192	ENSG00000275352	unprocessed_pseudogene	AC006335.3
58193	ENSG00000234583	unprocessed_pseudogene	TSPY19P
58194	ENSG00000235094	unprocessed_pseudogene	AC006335.1
58195	ENSG00000242879	unprocessed_pseudogene	AC006335.2
58196	ENSG00000223744	unprocessed_pseudogene	RBMY2GP
58197	ENSG00000229643	lincRNA	LINC00280
58198	ENSG00000129816	lincRNA	TTTY1B
58199	ENSG00000212856	lincRNA	TTTY2B
58200	ENSG00000237563	lincRNA	TTTY21B
58201	ENSG00000147753	lincRNA	TTTY7
58202	ENSG00000185700	lincRNA	TTTY8B
58203	ENSG00000235895	unprocessed_pseudogene	AC010154.1
58204	ENSG00000232620	unprocessed_pseudogene	TSPY17P
58205	ENSG00000224953	processed_pseudogene	SRIP3
58206	ENSG00000274365	processed_pseudogene	AC013412.1
58207	ENSG00000233634	processed_pseudogene	GOT2P5
58208	ENSG00000099721	protein_coding	AMELY
58209	ENSG00000237701	processed_pseudogene	ATP5PFP1
58210	ENSG00000092377	protein_coding	TBL1Y
58211	ENSG00000273906	sense_intronic	AC011297.1
58212	ENSG00000232583	unprocessed_pseudogene	GPR143P
58213	ENSG00000099725	transcribed_unprocessed_pseudogene	PRKY
58214	ENSG00000252633	misc_RNA	RN7SKP282
58215	ENSG00000251996	misc_RNA	RF00019
58216	ENSG00000252155	snRNA	RNU6-941P
58217	ENSG00000252472	snRNA	RNU6-521P
58218	ENSG00000275280	processed_pseudogene	AC007274.3
58219	ENSG00000238073	unprocessed_pseudogene	RBMY2HP
58220	ENSG00000223422	unprocessed_pseudogene	AC007274.1
58221	ENSG00000236435	unprocessed_pseudogene	TSPY12P
58222	ENSG00000236690	unprocessed_pseudogene	AC007274.2
58223	ENSG00000225520	lincRNA	TTTY16
58224	ENSG00000234795	transcribed_unprocessed_pseudogene	RFTN1P1
58225	ENSG00000237048	lincRNA	TTTY12
58226	ENSG00000278854	processed_pseudogene	AC007275.1
58227	ENSG00000215603	processed_pseudogene	ZNF92P1Y
58228	ENSG00000273863	processed_pseudogene	AC010678.1
58229	ENSG00000244246	processed_pseudogene	ZNF736P8Y
58230	ENSG00000229745	unprocessed_pseudogene	BPY2DP
58231	ENSG00000241200	processed_pseudogene	ZNF736P7Y
58232	ENSG00000239893	processed_pseudogene	ZNF736P9Y
58233	ENSG00000227204	unprocessed_pseudogene	RBMY2JP
58234	ENSG00000225809	unprocessed_pseudogene	RBMY2KP
58235	ENSG00000215601	unprocessed_pseudogene	TSPY24P
58236	ENSG00000224634	processed_pseudogene	ZNF736P6Y
58237	ENSG00000223955	processed_pseudogene	MTND6P1
58238	ENSG00000234179	processed_pseudogene	MTCYBP1
58239	ENSG00000226529	processed_pseudogene	MTND1P1
58240	ENSG00000234850	processed_pseudogene	MTND2P3
58241	ENSG00000227830	processed_pseudogene	TRIM60P3Y
58242	ENSG00000216824	processed_pseudogene	ZNF736P10Y
58243	ENSG00000275866	processed_pseudogene	AC016991.1
58244	ENSG00000232348	lincRNA	LINC00279
58245	ENSG00000233699	lincRNA	TTTY18
58246	ENSG00000232419	lincRNA	TTTY19
58247	ENSG00000180910	lincRNA	TTTY11
58248	ENSG00000228207	unprocessed_pseudogene	AC007967.2
58249	ENSG00000173357	transcribed_unprocessed_pseudogene	AC007967.1
58250	ENSG00000273731	processed_pseudogene	AC007967.4
58251	ENSG00000230025	unprocessed_pseudogene	AC007967.3
58252	ENSG00000231988	unprocessed_pseudogene	OFD1P3Y
58253	ENSG00000232235	processed_pseudogene	CDY3P
58254	ENSG00000224408	unprocessed_pseudogene	USP9YP22
58255	ENSG00000238154	unprocessed_pseudogene	USP9YP4
58256	ENSG00000232924	processed_pseudogene	ELOCP4
58257	ENSG00000197038	unprocessed_pseudogene	RBMY1A3P
58258	ENSG00000275310	processed_pseudogene	AC006158.1
58259	ENSG00000232808	antisense	TTTY20
58260	ENSG00000233803	protein_coding	TSPY4
58261	ENSG00000225560	transcribed_processed_pseudogene	FAM197Y8
58262	ENSG00000229549	protein_coding	TSPY8
58263	ENSG00000228383	transcribed_unprocessed_pseudogene	FAM197Y7
58264	ENSG00000188656	unprocessed_pseudogene	TSPY7P
58265	ENSG00000237802	transcribed_unprocessed_pseudogene	FAM197Y6
58266	ENSG00000228927	protein_coding	TSPY3
58267	ENSG00000225516	lincRNA	FAM197Y5
58268	ENSG00000258992	protein_coding	TSPY1
58269	ENSG00000274196	transcribed_unprocessed_pseudogene	FAM197Y4
58270	ENSG00000238074	unprocessed_pseudogene	TSPY9P
58271	ENSG00000230066	transcribed_unprocessed_pseudogene	FAM197Y3
58272	ENSG00000270073	unprocessed_pseudogene	TSPY6P
58273	ENSG00000234803	transcribed_unprocessed_pseudogene	FAM197Y2
58274	ENSG00000236424	protein_coding	TSPY10
58275	ENSG00000224336	unprocessed_pseudogene	FAM197Y1
58276	ENSG00000236786	unprocessed_pseudogene	TSPY15P
58277	ENSG00000231436	unprocessed_pseudogene	RBMY3AP
58278	ENSG00000234110	unprocessed_pseudogene	TSPY25P
58279	ENSG00000226223	unprocessed_pseudogene	TSPY16P
58280	ENSG00000232617	unprocessed_pseudogene	AC017019.1
58281	ENSG00000183385	lincRNA	TTTY8
58282	ENSG00000147761	lincRNA	TTTY7B
58283	ENSG00000228890	lincRNA	TTTY21
58284	ENSG00000212855	lincRNA	TTTY2
58285	ENSG00000129845	lincRNA	TTTY1
58286	ENSG00000224075	lincRNA	TTTY22
58287	ENSG00000228379	lincRNA	AC010891.1
58288	ENSG00000229208	unprocessed_pseudogene	RBMY2NP
58289	ENSG00000274445	processed_pseudogene	AC006986.1
58290	ENSG00000231874	unprocessed_pseudogene	TSPY18P
58291	ENSG00000187657	unprocessed_pseudogene	TSPY13P
58292	ENSG00000239225	lincRNA	TTTY23
58293	ENSG00000234950	unprocessed_pseudogene	RBMY2OP
58294	ENSG00000236718	unprocessed_pseudogene	RBMY2QP
58295	ENSG00000243643	unprocessed_pseudogene	TSPY20P
58296	ENSG00000225685	transcribed_unprocessed_pseudogene	TSPY5P
58297	ENSG00000278478	processed_pseudogene	AC006987.4
58298	ENSG00000235193	unprocessed_pseudogene	AC006987.2
58299	ENSG00000251766	rRNA_pseudogene	RNA5SP518
58300	ENSG00000235691	unprocessed_pseudogene	AC006987.3
58301	ENSG00000252289	rRNA_pseudogene	RNA5SP519
58302	ENSG00000226975	unprocessed_pseudogene	AC006987.1
58303	ENSG00000231411	unprocessed_pseudogene	DUX4L31
58304	ENSG00000226061	unprocessed_pseudogene	PCMTD1P1
58305	ENSG00000237447	processed_pseudogene	CDC27P2
58306	ENSG00000225840	processed_pseudogene	AC010970.1
58307	ENSG00000251705	rRNA_pseudogene	RNA5-8SP6
58308	ENSG00000273858	processed_pseudogene	AC140113.4
58309	ENSG00000273693	processed_pseudogene	C2orf27AP1
58310	ENSG00000271365	processed_pseudogene	AC140113.3
58311	ENSG00000271309	processed_pseudogene	AC140113.2
58312	ENSG00000270570	processed_pseudogene	AC140113.1
58313	ENSG00000274231	processed_pseudogene	AC134878.1
58314	ENSG00000278212	unprocessed_pseudogene	AC134878.2
58315	ENSG00000274502	processed_pseudogene	ANKRD20A6P
58316	ENSG00000274162	processed_pseudogene	SNX18P1Y
58317	ENSG00000258567	unprocessed_pseudogene	DUX4L16
58318	ENSG00000259154	unprocessed_pseudogene	DUX4L17
58319	ENSG00000259029	unprocessed_pseudogene	DUX4L18
58320	ENSG00000258991	unprocessed_pseudogene	DUX4L19
58321	ENSG00000270455	processed_pseudogene	PABPC1P5
58322	ENSG00000183704	unprocessed_pseudogene	SLC9B1P1
58323	ENSG00000270242	processed_pseudogene	ACTR3BP1
58324	ENSG00000275828	unprocessed_pseudogene	AC134879.3
58325	ENSG00000225433	unprocessed_pseudogene	MTND1P12
58326	ENSG00000224567	processed_pseudogene	AC134879.1
58327	ENSG00000271375	processed_pseudogene	AC134879.2
58328	ENSG00000234385	processed_pseudogene	RCC2P1
58329	ENSG00000215583	processed_pseudogene	ASS1P6
58330	ENSG00000235649	unprocessed_pseudogene	MXRA5Y
58331	ENSG00000236477	processed_pseudogene	RPS24P1
58332	ENSG00000232226	unprocessed_pseudogene	ARSFP1
58333	ENSG00000243980	misc_RNA	RN7SL702P
58334	ENSG00000232730	processed_pseudogene	FAM8A4P
58335	ENSG00000224060	transcribed_unprocessed_pseudogene	ARSEP1
58336	ENSG00000225117	unprocessed_pseudogene	ARSDP1
58337	ENSG00000206159	transcribed_unprocessed_pseudogene	GYG2P1
58338	ENSG00000227447	unprocessed_pseudogene	XGY1
58339	ENSG00000226863	unprocessed_pseudogene	SHROOM2P1
58340	ENSG00000233774	unprocessed_pseudogene	MED14P1
58341	ENSG00000233864	lincRNA	TTTY15
58342	ENSG00000114374	protein_coding	USP9Y
58343	ENSG00000228411	processed_pseudogene	CDY4P
58344	ENSG00000067048	protein_coding	DDX3Y
